scenario,role,path,context,label,element,href,disabled,checked,evidence
merchant-supplier-products,merchant,/merchant/products,Products,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,Save business details,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Payments & payouts,Connect Stripe,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Payments & payouts,Check payment status,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Shopify catalogue,Verify and save,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,"Account, notifications & sign out",A,/account-settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-store-settings,merchant,/settings,Store settings,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,"MC
Mia Chen
I love the peonies. Could we leave room to extend it later?
2",A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-inbox,merchant,/conversations,Messages,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-purchases,merchant,/purchases,Your purchases,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-conversation,merchant,/chat/12,Mia Chen,All conversations,A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-conversation,merchant,/chat/12,Mia Chen,Attach photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-conversation,merchant,/chat/12,Mia Chen,Send message,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Refresh,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Error reports,A,/admin/errors,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
admin-operations,admin,/admin/operations,Operations,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,tattoi,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,Your profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,Return to your home,A,/,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-not-found,client,/not/a/route,Page not found,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-client,artist,/calendar,Who are you booking?,Mia Chen,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-client,artist,/calendar,New booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Back,A,/admin/operations,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Unresolved,tab,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Resolved,tab,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,All,tab,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Previous,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Next,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Record cleanup,Clear resolved reports older than 30 days,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Record cleanup,Clear all resolved reports,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
admin-error-reports,admin,/admin/errors,Error reports,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
